Circuit: * C:\Users\user\Documents\LTspiceXVII\file\Montecarlo\monte_SiC.asc
   147	6.46483e-008	2.03515e-006	2.0998e-006
   148	6.84481e-008	2.03606e-006	2.10451e-006
   149	7.25673e-008	2.037e-006	2.10957e-006
   150	7.71535e-008	2.03799e-006	2.11514e-006
   151	8.19438e-008	2.03921e-006	2.12115e-006
   152	8.69301e-008	2.04082e-006	2.12775e-006
   153	9.24182e-008	2.04261e-006	2.13503e-006
   154	9.85513e-008	2.04455e-006	2.1431e-006
   155	1.05917e-007	2.04598e-006	2.1519e-006
   156	1.14547e-007	2.04727e-006	2.16182e-006
   157	1.24426e-007	2.04859e-006	2.17301e-006
   158	1.3562e-007	2.05015e-006	2.18577e-006
   159	1.4859e-007	2.05198e-006	2.20057e-006
   160	1.6354e-007	2.05448e-006	2.21802e-006
   161	1.81781e-007	2.05693e-006	2.23871e-006
   162	2.05046e-007	2.05874e-006	2.26379e-006
   163	2.34191e-007	2.0608e-006	2.29499e-006
   164	2.72342e-007	2.06324e-006	2.33558e-006
   165	3.23912e-007	2.06616e-006	2.39007e-006
   166	4.00163e-007	2.0692e-006	2.46936e-006
   167	5.24602e-007	2.07205e-006	2.59666e-006
   168	7.27478e-007	2.07532e-006	2.80279e-006
   169	4.55e-007	2.07802e-006	2.53302e-006
   170	3.53984e-007	2.08042e-006	2.4344e-006
   171	3.01336e-007	2.08276e-006	2.38409e-006
   172	2.69248e-007	2.08554e-006	2.35479e-006
   173	2.46091e-007	2.08872e-006	2.33481e-006
   174	2.28141e-007	2.09174e-006	2.31988e-006
   175	2.12752e-007	2.0955e-006	2.30825e-006
   176	1.99201e-007	2.09957e-006	2.29878e-006
   177	1.86702e-007	2.10416e-006	2.29086e-006
   178	1.74778e-007	2.10954e-006	2.28432e-006
   179	1.62866e-007	2.11616e-006	2.27903e-006
   180	1.5135e-007	2.1236e-006	2.27495e-006
   181	1.39358e-007	2.1333e-006	2.27266e-006
   182	1.31581e-007	2.14247e-006	2.27405e-006
   183	1.40713e-007	2.13815e-006	2.27886e-006
   184	2.7863e-008	2.51505e-006	2.54292e-006
   185	2.91568e-008	2.51544e-006	2.54459e-006
   186	2.93727e-008	2.51636e-006	2.54573e-006
   187	2.9887e-008	2.51727e-006	2.54715e-006
   188	3.09717e-008	2.51781e-006	2.54878e-006
   189	3.15977e-008	2.51834e-006	2.54993e-006
   190	3.28466e-008	2.51902e-006	2.55187e-006
   191	3.36058e-008	2.51987e-006	2.55347e-006
   192	3.47311e-008	2.52078e-006	2.55551e-006
   193	3.57196e-008	2.52169e-006	2.55741e-006
   194	3.6886e-008	2.5224e-006	2.55928e-006
   195	3.81591e-008	2.52312e-006	2.56128e-006
   196	3.93774e-008	2.52388e-006	2.56326e-006
   197	4.0791e-008	2.52469e-006	2.56548e-006
   198	4.22416e-008	2.52559e-006	2.56783e-006
   199	4.41255e-008	2.52628e-006	2.57041e-006
   200	4.62053e-008	2.52646e-006	2.57266e-006
   201	4.77023e-008	2.52773e-006	2.57543e-006
   202	4.9588e-008	2.52893e-006	2.57852e-006
   203	5.08938e-008	2.52999e-006	2.58089e-006
   204	5.33382e-008	2.53075e-006	2.58409e-006
   205	5.62031e-008	2.5316e-006	2.5878e-006
   206	5.90166e-008	2.53265e-006	2.59167e-006
   207	6.1945e-008	2.53376e-006	2.5957e-006
   208	6.52988e-008	2.53489e-006	2.60019e-006
   209	6.87115e-008	2.53598e-006	2.60469e-006
   210	7.28684e-008	2.53694e-006	2.60981e-006
   211	7.75782e-008	2.53764e-006	2.61522e-006
   212	8.20014e-008	2.53929e-006	2.62129e-006
   213	8.67486e-008	2.54107e-006	2.62781e-006
   214	9.21319e-008	2.54282e-006	2.63495e-006
   215	9.88787e-008	2.54427e-006	2.64315e-006
   216	1.0638e-007	2.54547e-006	2.65185e-006
   217	1.15089e-007	2.54674e-006	2.66182e-006
   218	1.24913e-007	2.54806e-006	2.67297e-006
   219	1.36246e-007	2.54944e-006	2.68569e-006
   220	1.4919e-007	2.5514e-006	2.70059e-006
   221	1.64228e-007	2.55381e-006	2.71804e-006
   222	1.8229e-007	2.55652e-006	2.73881e-006
   223	2.04992e-007	2.55878e-006	2.76377e-006
   224	2.34347e-007	2.56071e-006	2.79506e-006
   225	2.72288e-007	2.56272e-006	2.83501e-006
   226	3.24606e-007	2.56519e-006	2.8898e-006
   227	4.00605e-007	2.56815e-006	2.96876e-006
   228	5.24148e-007	2.57169e-006	3.09583e-006
   229	7.65639e-007	2.57516e-006	3.3408e-006
   230	4.70011e-007	2.57732e-006	3.04733e-006
   231	3.54436e-007	2.57954e-006	2.93398e-006
   232	3.01633e-007	2.58216e-006	2.88379e-006
   233	2.69075e-007	2.58536e-006	2.85444e-006
   234	2.46582e-007	2.58794e-006	2.83452e-006
   235	2.28649e-007	2.59093e-006	2.81958e-006
   236	2.13214e-007	2.59475e-006	2.80796e-006
   237	1.9959e-007	2.59892e-006	2.79851e-006
   238	1.87389e-007	2.6032e-006	2.79059e-006
   239	1.75264e-007	2.60879e-006	2.78405e-006
   240	1.63715e-007	2.61495e-006	2.77867e-006
   241	1.51747e-007	2.62297e-006	2.77472e-006
   242	1.40036e-007	2.63247e-006	2.77251e-006
   243	1.32368e-007	2.64149e-006	2.77386e-006
   244	1.41002e-007	2.63712e-006	2.77812e-006
   245	2.76211e-008	3.34863e-006	3.37625e-006
   246	2.84781e-008	3.34915e-006	3.37762e-006
   247	2.9036e-008	3.34965e-006	3.37869e-006
   248	3.02893e-008	3.35027e-006	3.38056e-006
   249	3.08311e-008	3.35106e-006	3.3819e-006
   250	3.1679e-008	3.35192e-006	3.3836e-006
   251	3.26085e-008	3.35277e-006	3.38538e-006
   252	3.36168e-008	3.35345e-006	3.38707e-006
   253	3.46274e-008	3.35415e-006	3.38878e-006
   254	3.56991e-008	3.3549e-006	3.3906e-006
   255	3.6821e-008	3.3557e-006	3.39252e-006
   256	3.88367e-008	3.35604e-006	3.39488e-006
   257	4.02541e-008	3.35659e-006	3.39685e-006
   258	4.12109e-008	3.35775e-006	3.39897e-006
   259	4.23091e-008	3.35882e-006	3.40113e-006
   260	4.35169e-008	3.35958e-006	3.40309e-006
   261	4.58386e-008	3.36025e-006	3.40609e-006
   262	4.72006e-008	3.36113e-006	3.40833e-006
   263	4.94557e-008	3.36212e-006	3.41158e-006
   264	5.17012e-008	3.36316e-006	3.41487e-006
   265	5.39829e-008	3.36423e-006	3.41822e-006
   266	5.6383e-008	3.36528e-006	3.42166e-006
   267	5.90567e-008	3.36622e-006	3.42527e-006
   268	6.21608e-008	3.36704e-006	3.4292e-006
   269	6.59675e-008	3.36752e-006	3.43348e-006
   270	6.91767e-008	3.36906e-006	3.43824e-006
   271	7.23726e-008	3.37071e-006	3.44309e-006
   272	7.63749e-008	3.37226e-006	3.44863e-006
   273	8.10605e-008	3.37339e-006	3.45445e-006
   274	8.66201e-008	3.37443e-006	3.46105e-006
   275	9.26651e-008	3.37562e-006	3.46828e-006
   276	9.92112e-008	3.37709e-006	3.4763e-006
   277	1.06651e-007	3.37864e-006	3.48529e-006
   278	1.14973e-007	3.38019e-006	3.49517e-006
   279	1.24917e-007	3.38166e-006	3.50658e-006
   280	1.3688e-007	3.38235e-006	3.51923e-006
   281	1.4948e-007	3.38468e-006	3.53416e-006
   282	1.64065e-007	3.38728e-006	3.55134e-006
   283	1.82124e-007	3.38999e-006	3.57212e-006
   284	2.05335e-007	3.39179e-006	3.59713e-006
   285	2.34682e-007	3.3937e-006	3.62839e-006
   286	2.72994e-007	3.39575e-006	3.66874e-006
   287	3.25155e-007	3.39795e-006	3.7231e-006
   288	4.01797e-007	3.40026e-006	3.80206e-006
   289	5.25339e-007	3.4033e-006	3.92864e-006
   290	7.66083e-007	3.40772e-006	4.1738e-006
   291	4.81154e-007	3.41085e-006	3.892e-006
   292	3.54107e-007	3.41268e-006	3.76679e-006
   293	3.02087e-007	3.41444e-006	3.71653e-006
   294	2.70418e-007	3.41679e-006	3.68721e-006
   295	2.47843e-007	3.4196e-006	3.66744e-006
   296	2.29716e-007	3.42289e-006	3.6526e-006
   297	2.14386e-007	3.42624e-006	3.64062e-006
   298	2.00678e-007	3.43067e-006	3.63135e-006
   299	1.88446e-007	3.4349e-006	3.62335e-006
   300	1.7736e-007	3.43961e-006	3.61697e-006
   301	1.64562e-007	3.4468e-006	3.61137e-006
   302	1.54079e-007	3.45314e-006	3.60721e-006
   303	1.41637e-007	3.46352e-006	3.60516e-006
   304	1.34e-007	3.47228e-006	3.60628e-006
   305	1.41608e-007	3.46814e-006	3.60975e-006

Measurement: tr2
  step	tr2	FROM	TO
     1	4.47901e-008	3.09728e-006	3.14207e-006
     2	4.3544e-008	3.09536e-006	3.13891e-006
     3	4.24604e-008	3.09353e-006	3.13599e-006
     4	4.1436e-008	3.09181e-006	3.13324e-006
     5	4.04654e-008	3.08996e-006	3.13042e-006
     6	3.94224e-008	3.08815e-006	3.12757e-006
     7	3.88316e-008	3.08639e-006	3.12522e-006
     8	3.8038e-008	3.08468e-006	3.12271e-006
     9	3.74643e-008	3.08293e-006	3.1204e-006
    10	3.66197e-008	3.08133e-006	3.11795e-006
    11	3.60437e-008	3.07972e-006	3.11576e-006
    12	3.54815e-008	3.07804e-006	3.11353e-006
    13	3.50519e-008	3.07661e-006	3.11166e-006
    14	3.45747e-008	3.07494e-006	3.10951e-006
    15	3.39711e-008	3.07353e-006	3.1075e-006
    16	3.38183e-008	3.07177e-006	3.10559e-006
    17	3.3243e-008	3.07041e-006	3.10365e-006
    18	3.27784e-008	3.06885e-006	3.10163e-006
    19	3.25407e-008	3.0672e-006	3.09974e-006
    20	3.244e-008	3.06579e-006	3.09823e-006
    21	3.17845e-008	3.06462e-006	3.09641e-006
    22	3.13671e-008	3.06312e-006	3.09449e-006
    23	3.1514e-008	3.06157e-006	3.09309e-006
    24	3.09413e-008	3.06034e-006	3.09128e-006
    25	3.10079e-008	3.05879e-006	3.0898e-006
    26	3.09103e-008	3.05739e-006	3.0883e-006
    27	3.07336e-008	3.05603e-006	3.08676e-006
    28	3.01117e-008	3.05471e-006	3.08482e-006
    29	3.03579e-008	3.05334e-006	3.08369e-006
    30	3.00295e-008	3.052e-006	3.08203e-006
    31	2.95867e-008	3.05075e-006	3.08034e-006
    32	2.97906e-008	3.04933e-006	3.07912e-006
    33	2.99526e-008	3.04796e-006	3.07791e-006
    34	2.96604e-008	3.04667e-006	3.07633e-006
    35	2.96859e-008	3.0454e-006	3.07509e-006
    36	2.89928e-008	3.04416e-006	3.07315e-006
    37	2.92251e-008	3.04273e-006	3.07196e-006
    38	2.90314e-008	3.04144e-006	3.07047e-006
    39	2.88471e-008	3.04022e-006	3.06906e-006
    40	2.85363e-008	3.03892e-006	3.06746e-006
    41	2.87363e-008	3.03753e-006	3.06626e-006
    42	2.84827e-008	3.03619e-006	3.06467e-006
    43	2.82831e-008	3.03485e-006	3.06314e-006
    44	2.8015e-008	3.0336e-006	3.06161e-006
    45	2.7813e-008	3.03143e-006	3.05924e-006
    46	2.22314e-008	3.02306e-006	3.04529e-006
    47	1.75929e-008	3.0149e-006	3.03249e-006
    48	1.46786e-008	3.00877e-006	3.02345e-006
    49	1.23539e-008	3.00727e-006	3.01963e-006
    50	1.06961e-008	3.00658e-006	3.01727e-006
    51	9.28762e-009	3.00626e-006	3.01555e-006
    52	7.82096e-009	3.00597e-006	3.01379e-006
    53	6.95921e-009	3.0057e-006	3.01266e-006
    54	6.11937e-009	3.00548e-006	3.0116e-006
    55	5.37213e-009	3.00521e-006	3.01058e-006
    56	4.48735e-009	3.00498e-006	3.00946e-006
    57	3.57423e-009	3.00476e-006	3.00833e-006
    58	2.84744e-009	3.0045e-006	3.00735e-006
    59	2.52256e-009	3.00428e-006	3.00681e-006
    60	2.18276e-009	3.0041e-006	3.00628e-006
    61	2.9887e-009	3.00394e-006	3.00693e-006
    62	4.51832e-008	4.09723e-006	4.14242e-006
    63	4.38447e-008	4.09538e-006	4.13923e-006
    64	4.2882e-008	4.09356e-006	4.13645e-006
    65	4.19758e-008	4.09156e-006	4.13353e-006
    66	4.11127e-008	4.08973e-006	4.13084e-006
    67	4.01407e-008	4.08823e-006	4.12837e-006
    68	3.94527e-008	4.08629e-006	4.12575e-006
    69	3.8372e-008	4.08462e-006	4.12299e-006
    70	3.77013e-008	4.08287e-006	4.12057e-006
    71	3.72169e-008	4.08134e-006	4.11856e-006
    72	3.6681e-008	4.07951e-006	4.11619e-006
    73	3.6044e-008	4.0779e-006	4.11394e-006
    74	3.5605e-008	4.07642e-006	4.11202e-006
    75	3.51182e-008	4.07488e-006	4.10999e-006
    76	3.45494e-008	4.07318e-006	4.10773e-006
    77	3.50465e-008	4.07122e-006	4.10627e-006
    78	3.40543e-008	4.07018e-006	4.10423e-006
    79	3.35935e-008	4.06874e-006	4.10233e-006
    80	3.34969e-008	4.06714e-006	4.10064e-006
    81	3.33403e-008	4.06544e-006	4.09878e-006
    82	3.2853e-008	4.06435e-006	4.0972e-006
    83	3.22661e-008	4.06285e-006	4.09512e-006
    84	3.17654e-008	4.06154e-006	4.0933e-006
    85	3.19808e-008	4.05984e-006	4.09182e-006
    86	3.15996e-008	4.05835e-006	4.08995e-006
    87	3.13068e-008	4.05692e-006	4.08822e-006
    88	3.083e-008	4.05585e-006	4.08668e-006
    89	3.04397e-008	4.05463e-006	4.08507e-006
    90	3.03982e-008	4.05312e-006	4.08352e-006
    91	3.02563e-008	4.05165e-006	4.08191e-006
    92	3.03276e-008	4.05026e-006	4.08059e-006
    93	2.97577e-008	4.04921e-006	4.07897e-006
    94	2.9608e-008	4.04788e-006	4.07749e-006
    95	2.97001e-008	4.04645e-006	4.07615e-006
    96	2.96093e-008	4.04509e-006	4.0747e-006
    97	2.95157e-008	4.04374e-006	4.07326e-006
    98	2.91939e-008	4.04246e-006	4.07165e-006
    99	2.92493e-008	4.04116e-006	4.07041e-006
   100	2.93576e-008	4.0399e-006	4.06926e-006
   101	2.90882e-008	4.03854e-006	4.06763e-006
   102	2.88121e-008	4.03733e-006	4.06614e-006
   103	2.87439e-008	4.03595e-006	4.06469e-006
   104	2.85922e-008	4.03461e-006	4.0632e-006
   105	2.83758e-008	4.03323e-006	4.0616e-006
   106	2.80357e-008	4.03188e-006	4.05992e-006
   107	2.44803e-008	4.02542e-006	4.0499e-006
   108	1.77979e-008	4.01605e-006	4.03385e-006
   109	1.46885e-008	4.00881e-006	4.0235e-006
   110	1.22887e-008	4.00726e-006	4.01955e-006
   111	1.07169e-008	4.00654e-006	4.01726e-006
   112	9.3927e-009	4.00609e-006	4.01548e-006
   113	7.92792e-009	4.00577e-006	4.0137e-006
   114	7.20082e-009	4.00551e-006	4.01271e-006
   115	6.26403e-009	4.00524e-006	4.0115e-006
   116	5.69051e-009	4.00501e-006	4.0107e-006
   117	4.60216e-009	4.00481e-006	4.00941e-006
   118	3.70992e-009	4.00464e-006	4.00835e-006
   119	2.92023e-009	4.00443e-006	4.00735e-006
   120	2.69603e-009	4.00419e-006	4.00688e-006
   121	2.63086e-009	4.00398e-006	4.00661e-006
   122	3.04775e-009	4.00386e-006	4.00691e-006
   123	4.6614e-008	6.09723e-006	6.14384e-006
   124	4.54192e-008	6.09516e-006	6.14058e-006
   125	4.4444e-008	6.0935e-006	6.13795e-006
   126	4.36372e-008	6.09157e-006	6.13521e-006
   127	4.27783e-008	6.08975e-006	6.13252e-006
   128	4.11214e-008	6.08797e-006	6.12909e-006
   129	4.05148e-008	6.08608e-006	6.12659e-006
   130	3.89079e-008	6.08447e-006	6.12337e-006
   131	3.86093e-008	6.08289e-006	6.1215e-006
   132	3.79788e-008	6.08078e-006	6.11876e-006
   133	3.72434e-008	6.07948e-006	6.11673e-006
   134	3.66694e-008	6.07789e-006	6.11456e-006
   135	3.64706e-008	6.07612e-006	6.11259e-006
   136	3.55011e-008	6.07476e-006	6.11026e-006
   137	3.53013e-008	6.07281e-006	6.10812e-006
   138	3.48601e-008	6.07127e-006	6.10613e-006
   139	3.41699e-008	6.06996e-006	6.10413e-006
   140	3.3635e-008	6.06854e-006	6.10217e-006
   141	3.31237e-008	6.06713e-006	6.10026e-006
   142	3.32327e-008	6.06551e-006	6.09874e-006
   143	3.28832e-008	6.06367e-006	6.09655e-006
   144	3.26849e-008	6.06236e-006	6.09505e-006
   145	3.15621e-008	6.06139e-006	6.09295e-006
   146	3.18773e-008	6.05964e-006	6.09151e-006
   147	3.12497e-008	6.05852e-006	6.08976e-006
   148	3.16202e-008	6.05688e-006	6.0885e-006
   149	3.09874e-008	6.05561e-006	6.0866e-006
   150	3.04008e-008	6.05469e-006	6.08509e-006
   151	3.03736e-008	6.05291e-006	6.08329e-006
   152	3.06009e-008	6.05143e-006	6.08203e-006
   153	3.07537e-008	6.04993e-006	6.08069e-006
   154	3.04265e-008	6.04882e-006	6.07925e-006
   155	2.97275e-008	6.04772e-006	6.07745e-006
   156	2.97333e-008	6.04631e-006	6.07604e-006
   157	2.96871e-008	6.045e-006	6.07468e-006
   158	2.95447e-008	6.04376e-006	6.0733e-006
   159	2.94657e-008	6.04236e-006	6.07183e-006
   160	2.92e-008	6.04128e-006	6.07048e-006
   161	2.92762e-008	6.03952e-006	6.0688e-006
   162	2.92643e-008	6.03831e-006	6.06757e-006
   163	2.89422e-008	6.03712e-006	6.06607e-006
   164	2.92147e-008	6.03578e-006	6.065e-006
   165	2.89898e-008	6.03427e-006	6.06326e-006
   166	2.87202e-008	6.03283e-006	6.06155e-006
   167	2.83559e-008	6.03162e-006	6.05997e-006
   168	2.72606e-008	6.02888e-006	6.05614e-006
   169	1.81645e-008	6.01727e-006	6.03544e-006
   170	1.47385e-008	6.00883e-006	6.02357e-006
   171	1.22774e-008	6.00727e-006	6.01955e-006
   172	1.06577e-008	6.00663e-006	6.01729e-006
   173	9.28288e-009	6.00624e-006	6.01552e-006
   174	7.97953e-009	6.00596e-006	6.01394e-006
   175	7.27763e-009	6.00545e-006	6.01273e-006
   176	6.29868e-009	6.00525e-006	6.01155e-006
   177	5.62763e-009	6.00499e-006	6.01062e-006
   178	4.6051e-009	6.00478e-006	6.00938e-006
   179	3.65906e-009	6.00459e-006	6.00825e-006
   180	2.96452e-009	6.00443e-006	6.00739e-006
   181	2.63303e-009	6.00428e-006	6.00691e-006
   182	2.6671e-009	6.00403e-006	6.0067e-006
   183	3.01156e-009	6.0039e-006	6.00691e-006
   184	4.64858e-008	7.59715e-006	7.64364e-006
   185	4.57753e-008	7.59508e-006	7.64086e-006
   186	4.41258e-008	7.59332e-006	7.63745e-006
   187	4.25878e-008	7.59158e-006	7.63417e-006
   188	4.17277e-008	7.58982e-006	7.63155e-006
   189	4.06399e-008	7.58803e-006	7.62867e-006
   190	3.97764e-008	7.58609e-006	7.62587e-006
   191	3.99641e-008	7.58437e-006	7.62433e-006
   192	3.92124e-008	7.58252e-006	7.62174e-006
   193	3.83033e-008	7.5811e-006	7.61941e-006
   194	3.77064e-008	7.57925e-006	7.61696e-006
   195	3.62715e-008	7.57789e-006	7.61416e-006
   196	3.64138e-008	7.5761e-006	7.61251e-006
   197	3.56095e-008	7.57467e-006	7.61028e-006
   198	3.46874e-008	7.5731e-006	7.60779e-006
   199	3.50439e-008	7.57069e-006	7.60574e-006
   200	3.46335e-008	7.56964e-006	7.60427e-006
   201	3.42092e-008	7.56839e-006	7.6026e-006
   202	3.30695e-008	7.56721e-006	7.60028e-006
   203	3.30104e-008	7.56548e-006	7.59849e-006
   204	3.27969e-008	7.56371e-006	7.59651e-006
   205	3.23996e-008	7.56255e-006	7.59495e-006
   206	3.1908e-008	7.56132e-006	7.59323e-006
   207	3.23271e-008	7.55953e-006	7.59186e-006
   208	3.17097e-008	7.55828e-006	7.58999e-006
   209	3.10716e-008	7.55715e-006	7.58822e-006
   210	3.08891e-008	7.5558e-006	7.58669e-006
   211	3.03748e-008	7.55447e-006	7.58485e-006
   212	3.04392e-008	7.55307e-006	7.58351e-006
   213	3.01967e-008	7.55176e-006	7.58196e-006
   214	3.05543e-008	7.55002e-006	7.58057e-006
   215	3.04205e-008	7.54883e-006	7.57925e-006
   216	3.04205e-008	7.54712e-006	7.57754e-006
   217	2.9682e-008	7.54651e-006	7.57619e-006
   218	2.95735e-008	7.54522e-006	7.5748e-006
   219	2.9432e-008	7.54398e-006	7.57341e-006
   220	2.9296e-008	7.5426e-006	7.5719e-006
   221	2.9024e-008	7.54137e-006	7.57039e-006
   222	2.92924e-008	7.53974e-006	7.56903e-006
   223	2.91431e-008	7.53852e-006	7.56766e-006
   224	2.90335e-008	7.53714e-006	7.56618e-006
   225	2.87261e-008	7.53594e-006	7.56466e-006
   226	2.86979e-008	7.53446e-006	7.56316e-006
   227	2.85632e-008	7.53307e-006	7.56163e-006
   228	2.81495e-008	7.53161e-006	7.55976e-006
   229	2.78427e-008	7.52969e-006	7.55754e-006
   230	1.87945e-008	7.51756e-006	7.53636e-006
   231	1.45593e-008	7.50886e-006	7.52341e-006
   232	1.22987e-008	7.50726e-006	7.51956e-006
   233	1.07169e-008	7.50654e-006	7.51726e-006
   234	9.3927e-009	7.50609e-006	7.51548e-006
   235	7.92792e-009	7.50577e-006	7.5137e-006
   236	7.20082e-009	7.50551e-006	7.51271e-006
   237	6.26403e-009	7.50524e-006	7.5115e-006
   238	5.69051e-009	7.50501e-006	7.5107e-006
   239	4.60216e-009	7.50481e-006	7.50941e-006
   240	3.70992e-009	7.50464e-006	7.50835e-006
   241	2.92023e-009	7.50443e-006	7.50735e-006
   242	2.69603e-009	7.50419e-006	7.50688e-006
   243	2.63086e-009	7.50398e-006	7.50661e-006
   244	3.04775e-009	7.50386e-006	7.50691e-006
   245	4.67563e-008	1.0097e-005	1.01437e-005
   246	4.53598e-008	1.00947e-005	1.01401e-005
   247	4.52346e-008	1.00931e-005	1.01384e-005
   248	4.31157e-008	1.0091e-005	1.01341e-005
   249	4.29337e-008	1.00895e-005	1.01324e-005
   250	4.0568e-008	1.00879e-005	1.01284e-005
   251	3.96194e-008	1.00862e-005	1.01258e-005
   252	3.95675e-008	1.00841e-005	1.01237e-005
   253	3.93079e-008	1.00827e-005	1.0122e-005
   254	3.82356e-008	1.00809e-005	1.01191e-005
   255	3.74223e-008	1.00788e-005	1.01162e-005
   256	3.71038e-008	1.00773e-005	1.01144e-005
   257	3.62032e-008	1.00762e-005	1.01124e-005
   258	3.54704e-008	1.00746e-005	1.01101e-005
   259	3.53666e-008	1.00729e-005	1.01082e-005
   260	3.41311e-008	1.00716e-005	1.01057e-005
   261	3.37773e-008	1.00702e-005	1.0104e-005
   262	3.39266e-008	1.00681e-005	1.0102e-005
   263	3.32448e-008	1.00671e-005	1.01003e-005
   264	3.29635e-008	1.00655e-005	1.00985e-005
   265	3.27467e-008	1.00639e-005	1.00967e-005
   266	3.24908e-008	1.00623e-005	1.00948e-005
   267	3.25563e-008	1.00611e-005	1.00937e-005
   268	3.1987e-008	1.00598e-005	1.00918e-005
   269	3.15147e-008	1.00584e-005	1.00899e-005
   270	3.15614e-008	1.00567e-005	1.00882e-005
   271	3.11421e-008	1.00556e-005	1.00867e-005
   272	3.04272e-008	1.00546e-005	1.0085e-005
   273	3.03097e-008	1.00533e-005	1.00836e-005
   274	3.02221e-008	1.00518e-005	1.0082e-005
   275	2.99923e-008	1.00506e-005	1.00806e-005
   276	3.04209e-008	1.00488e-005	1.00792e-005
   277	2.97829e-008	1.00479e-005	1.00777e-005
   278	2.96703e-008	1.00465e-005	1.00762e-005
   279	2.95667e-008	1.00452e-005	1.00748e-005
   280	2.94449e-008	1.00439e-005	1.00734e-005
   281	2.93237e-008	1.00426e-005	1.0072e-005
   282	2.91419e-008	1.00413e-005	1.00705e-005
   283	2.93687e-008	1.00394e-005	1.00688e-005
   284	2.90649e-008	1.00386e-005	1.00676e-005
   285	2.90447e-008	1.00372e-005	1.00662e-005
   286	2.8652e-008	1.0036e-005	1.00647e-005
   287	2.85055e-008	1.00346e-005	1.00631e-005
   288	2.84612e-008	1.00332e-005	1.00617e-005
   289	2.81755e-008	1.00318e-005	1.006e-005
   290	2.76507e-008	1.00301e-005	1.00578e-005
   291	1.86786e-008	1.00179e-005	1.00366e-005
   292	1.47283e-008	1.00088e-005	1.00236e-005
   293	1.22914e-008	1.00073e-005	1.00196e-005
   294	1.07169e-008	1.00065e-005	1.00173e-005
   295	9.39273e-009	1.00061e-005	1.00155e-005
   296	7.92795e-009	1.00058e-005	1.00137e-005
   297	7.20084e-009	1.00055e-005	1.00127e-005
   298	6.26403e-009	1.00052e-005	1.00115e-005
   299	5.69051e-009	1.0005e-005	1.00107e-005
   300	4.60216e-009	1.00048e-005	1.00094e-005
   301	3.70992e-009	1.00046e-005	1.00084e-005
   302	2.92023e-009	1.00044e-005	1.00074e-005
   303	2.69603e-009	1.00042e-005	1.00069e-005
   304	2.63086e-009	1.0004e-005	1.00066e-005
   305	3.04775e-009	1.00039e-005	1.00069e-005

Measurement: vth
  step	v(n004)	at
     1	3.81043	1.00759e-006
     2	3.81494	1.00764e-006
     3	3.81791	1.00767e-006
     4	3.81969	1.00769e-006
     5	3.82027	1.0077e-006
     6	3.82885	1.00779e-006
     7	3.85461	1.00806e-006
     8	3.99273	1.0095e-006
     9	4.20994	1.01178e-006
    10	4.21382	1.01182e-006
    11	4.21575	1.01185e-006
    12	4.22002	1.0119e-006
    13	4.22921	1.012e-006
    14	4.26011	1.01236e-006
    15	4.41441	1.01417e-006
    16	4.62745	1.01666e-006
    17	4.63108	1.01671e-006
    18	4.63506	1.01676e-006
    19	4.64295	1.01687e-006
    20	4.67048	1.01723e-006
    21	4.8026	1.01899e-006
    22	4.99374	1.02155e-006
    23	4.99781	1.02161e-006
    24	5.0035	1.02169e-006
    25	5.02009	1.02195e-006
    26	5.10508	1.02325e-006
    27	5.31207	1.02641e-006
    28	5.31677	1.02649e-006
    29	5.32405	1.02662e-006
    30	5.35503	1.02716e-006
    31	5.4672	1.02913e-006
    32	5.5929	1.03134e-006
    33	5.59964	1.03147e-006
    34	5.62756	1.03203e-006
    35	5.72002	1.03389e-006
    36	5.8362	1.03623e-006
    37	5.84643	1.03646e-006
    38	5.89167	1.0375e-006
    39	6.02742	1.04063e-006
    40	6.05388	1.04126e-006
    41	6.08856	1.04218e-006
    42	6.19486	1.04498e-006
    43	6.24142	1.04625e-006
    44	6.28205	1.04748e-006
    45	6.39322	1.05084e-006
    46	6.41546	1.05161e-006
    47	6.48706	1.05409e-006
    48	6.54696	1.05624e-006
    49	6.60251	1.05844e-006
    50	6.66866	1.06114e-006
    51	6.72616	1.06375e-006
    52	6.7827	1.06645e-006
    53	6.85752	1.07035e-006
    54	6.89797	1.07277e-006
    55	6.95648	1.07641e-006
    56	7.01687	1.08061e-006
    57	7.07412	1.08512e-006
    58	7.1273	1.0899e-006
    59	7.17714	1.09507e-006
    60	7.2254	1.10092e-006
    61	7.27457	1.10801e-006
    62	3.70765	1.33992e-006
    63	3.70069	1.33985e-006
    64	3.69542	1.3398e-006
    65	3.72892	1.34014e-006
    66	3.89923	1.34184e-006
    67	3.95427	1.34239e-006
    68	3.95838	1.34244e-006
    69	3.96173	1.34247e-006
    70	3.96464	1.34251e-006
    71	3.96613	1.34252e-006
    72	3.96313	1.34249e-006
    73	3.97171	1.34259e-006
    74	3.99531	1.34285e-006
    75	4.12389	1.34428e-006
    76	4.44679	1.34788e-006
    77	4.45173	1.34795e-006
    78	4.45421	1.34798e-006
    79	4.45469	1.34799e-006
    80	4.45861	1.34804e-006
    81	4.46678	1.34814e-006
    82	4.49107	1.34846e-006
    83	4.62051	1.35012e-006
    84	4.95142	1.35439e-006
    85	4.95496	1.35445e-006
    86	4.95779	1.35449e-006
    87	4.96188	1.35455e-006
